;Unnamed: 0;id;smiles;compound_class;compound_subclass;name;molecular_weight;formula;cas_number;created_at;updated_at;SMILES_check;Std_SMILES;Parent_SMILES
97;98;155;[H][C@@]1([C@H](O)[C@H](OC2=CC(O)=CC(O)=C12)C1=CC(O)=C(O)C=C1)C1=C(O)C2=C(O[C@@H]([C@H](O)C2)C2=CC(O)=C(O)C=C2)C=C1O;Flavonoids;Flavanols;Procyanidin dimer B7;578.52;C30H26O12;;2004-09-10 00:00:00 UTC;2015-05-10 23:28:42 UTC;[H][C@@]1(c2c(O)cc3c(c2O)C[C@@H](O)[C@@H](c2ccc(O)c(O)c2)O3)c2c(O)cc(O)cc2O[C@H](c2ccc(O)c(O)c2)[C@H]1O;[H][C@@]1(c2c(O)c3c(cc2O)O[C@H](c2cc(O)c(O)cc2)[C@H](O)C3)c2c(O)cc(O)cc2O[C@H](c2cc(O)c(O)cc2)[C@H]1O;[H][C@@]1(c2c(O)c3c(cc2O)O[C@H](c2cc(O)c(O)cc2)[C@H](O)C3)c2c(O)cc(O)cc2O[C@H](c2cc(O)c(O)cc2)[C@H]1O
98;99;156;OC1CC2=C(O)C=C(O)C(C3C(O)C(OC4=CC(O)=CC(O)=C34)C3=CC(O)=C(O)C(O)=C3)=C2OC1C1=CC(O)=C(O)C(O)=C1;Flavonoids;Flavanols;Prodelphinidin dimer B3;610.519;C30H26O14;;2004-09-10 00:00:00 UTC;2015-05-10 23:28:42 UTC;Oc1cc(O)c2c(c1)OC(c1cc(O)c(O)c(O)c1)C(O)C2c1c(O)cc(O)c2c1OC(c1cc(O)c(O)c(O)c1)C(O)C2;Oc1cc(O)c2c(c1)OC(c1cc(O)c(O)c(O)c1)C(O)C2c1c2OC(c3cc(O)c(O)c(O)c3)C(O)Cc2c(O)cc1O;Oc1cc(O)c2c(c1)OC(c1cc(O)c(O)c(O)c1)C(O)C2c1c2OC(c3cc(O)c(O)c(O)c3)C(O)Cc2c(O)cc1O
99;100;157;[H][C@]1([C@@H](O)[C@H](OC2=CC(O)=CC(O)=C12)C1=CC(O)=C(O)C=C1)C1=C2O[C@@H]([C@H](O)[C@@]([H])(C3=C(O)C=C(O)C4=C3O[C@@H]([C@H](O)C4)C3=CC(O)=C(O)C=C3)C2=C(O)C=C1O)C1=CC(O)=C(O)C=C1;Flavonoids;Flavanols;Procyanidin trimer C1;866.772;C45H38O18;;2002-08-29 13:57:43 UTC;2015-05-10 23:28:42 UTC;[H][C@]1(c2c(O)cc(O)c3c2O[C@H](c2ccc(O)c(O)c2)[C@H](O)C3)c2c(O)cc(O)c([C@@]3([H])c4c(O)cc(O)cc4O[C@H](c4ccc(O)c(O)c4)[C@@H]3O)c2O[C@H](c2ccc(O)c(O)c2)[C@@H]1O;[H][C@]1(c2c(O)cc(O)c3c2O[C@H](c2cc(O)c(O)cc2)[C@H](O)C3)c2c(O)cc(O)c([C@@]3([H])c4c(O)cc(O)cc4O[C@H](c4cc(O)c(O)cc4)[C@@H]3O)c2O[C@H](c2cc(O)c(O)cc2)[C@@H]1O;[H][C@]1(c2c(O)cc(O)c3c2O[C@H](c2cc(O)c(O)cc2)[C@H](O)C3)c2c(O)cc(O)c([C@@]3([H])c4c(O)cc(O)cc4O[C@H](c4cc(O)c(O)cc4)[C@@H]3O)c2O[C@H](c2cc(O)c(O)cc2)[C@@H]1O
100;101;161;[H][C@]1(O)CC2=C(O[C@]1([H])C1=CC=C(O)C(O)=C1)C(C1C3=C(O[C@]([H])(C4=CC=C(O)C(O)=C4)[C@]1([H])O)C(C1C4=C(O[C@]([H])(C5=CC=C(O)C(O)=C5)[C@]1([H])O)C=C(O)C=C4O)=C(O)C=C3O)=C(O)C=C2O;Flavonoids;Flavanols;Procyanidin trimer EEC;866.772;C45H38O18;;2004-09-10 00:00:00 UTC;2015-05-10 23:28:42 UTC;[H][C@]1(O)Cc2c(O)cc(O)c(C3c4c(O)cc(O)c(C5c6c(O)cc(O)cc6O[C@]([H])(c6ccc(O)c(O)c6)[C@]5([H])O)c4O[C@]([H])(c4ccc(O)c(O)c4)[C@]3([H])O)c2O[C@]1([H])c1ccc(O)c(O)c1;[H][C@]1(O)Cc2c(O[C@]1([H])c1ccc(O)c(O)c1)c(C1c3c(O[C@]([H])(c4ccc(O)c(O)c4)[C@]1([H])O)c(C1c4c(cc(O)cc4O)O[C@]([H])(c4ccc(O)c(O)c4)[C@]1([H])O)c(O)cc3O)c(O)cc2O;[H][C@]1(O)Cc2c(O[C@]1([H])c1ccc(O)c(O)c1)c(C1c3c(O[C@]([H])(c4ccc(O)c(O)c4)[C@]1([H])O)c(C1c4c(cc(O)cc4O)O[C@]([H])(c4ccc(O)c(O)c4)[C@]1([H])O)c(O)cc3O)c(O)cc2O
101;102;168;OC1CC2=C(O)C=C(O)C(C3C(O)C(OC4=C(C5C(O)C(OC6=CC(O)=CC(O)=C56)C5=CC(O)=C(O)C=C5)C(O)=CC(O)=C34)C3=CC(O)=C(O)C=C3)=C2OC1C1=CC(O)=C(O)C=C1;Flavonoids;Flavanols;Procyanidin trimer T2;866.772;C45H38O18;;2005-09-13 11:42:52 UTC;2015-05-10 23:28:42 UTC;Oc1cc(O)c2c(c1)OC(c1ccc(O)c(O)c1)C(O)C2c1c(O)cc(O)c2c1OC(c1ccc(O)c(O)c1)C(O)C2c1c(O)cc(O)c2c1OC(c1ccc(O)c(O)c1)C(O)C2;Oc1cc(O)c2c(c1)OC(c1cc(O)c(O)cc1)C(O)C2c1c2OC(c3cc(O)c(O)cc3)C(O)C(c3c4OC(c5cc(O)c(O)cc5)C(O)Cc4c(O)cc3O)c2c(O)cc1O;Oc1cc(O)c2c(c1)OC(c1cc(O)c(O)cc1)C(O)C2c1c2OC(c3cc(O)c(O)cc3)C(O)C(c3c4OC(c5cc(O)c(O)cc5)C(O)Cc4c(O)cc3O)c2c(O)cc1O
102;103;169;[H][C@]1(O)CC2=C(O[C@]1([H])C1=CC=C(O)C(O)=C1)C(=C(O)C=C2O)[C@]1([H])C2=C(O[C@]([H])(C3=CC=C(O)C(O)=C3)[C@@]1([H])O)C(=C(O)C=C2O)[C@]1([H])C2=C(O[C@]([H])(C3=CC=C(O)C(O)=C3)[C@@]1([H])O)C=C(O)C=C2O;Flavonoids;Flavanols;Procyanidin trimer C2;866.772;C45H38O18;;2005-09-13 15:03:21 UTC;2015-05-10 23:28:42 UTC;[H][C@@]1(c2c(O)cc(O)c3c2O[C@]([H])(c2ccc(O)c(O)c2)[C@@]([H])(O)[C@]3([H])c2c(O)cc(O)c3c2O[C@]([H])(c2ccc(O)c(O)c2)[C@@]([H])(O)C3)c2c(O)cc(O)cc2O[C@]([H])(c2ccc(O)c(O)c2)[C@@]1([H])O;[H][C@@]1(c2c(O)cc(O)c3c2O[C@]([H])(c2ccc(O)c(O)c2)[C@@]([H])(O)[C@]3([H])c2c(O)cc(O)c3c2O[C@]([H])(c2ccc(O)c(O)c2)[C@@]([H])(O)C3)c2c(cc(O)cc2O)O[C@]([H])(c2ccc(O)c(O)c2)[C@@]1([H])O;[H][C@@]1(c2c(O)cc(O)c3c2O[C@]([H])(c2ccc(O)c(O)c2)[C@@]([H])(O)[C@]3([H])c2c(O)cc(O)c3c2O[C@]([H])(c2ccc(O)c(O)c2)[C@@]([H])(O)C3)c2c(cc(O)cc2O)O[C@]([H])(c2ccc(O)c(O)c2)[C@@]1([H])O
103;104;195;[H][C@]1(CO)O[C@]([H])(O[C@]2([H])[C@]3([H])C4=C(O[C@]2(OC2=C3C3=C(CC[C@]([H])(O3)C3=CC(O)=C(O)C=C3)C=C2)C2=CC(O)=C(O)C=C2)C=C(O)C=C4O)[C@]([H])(O)[C@@]([H])(O)[C@@]1([H])O;Flavonoids;Flavanols;(-)-Epicatechin-(2a-7)(4a-8)-epicatechin 3-O-galactoside;706.646;C36H34O15;;2008-07-30 00:00:00 UTC;2015-05-10 23:28:43 UTC;[H][C@@]1(c2ccc(O)c(O)c2)CCc2ccc3c(c2O1)[C@@]1([H])c2c(O)cc(O)cc2O[C@@](c2ccc(O)c(O)c2)(O3)[C@]1([H])O[C@@]1([H])O[C@]([H])(CO)[C@]([H])(O)[C@]([H])(O)[C@@]1([H])O;[H][C@@]1(c2cc(O)c(O)cc2)CCc2c(O1)c1c(cc2)O[C@]2(c3cc(O)c(O)cc3)Oc3c(c(O)cc(O)c3)[C@@]1([H])[C@@]2([H])O[C@@]1([H])O[C@]([H])(CO)[C@]([H])(O)[C@]([H])(O)[C@@]1([H])O;[H][C@@]1(c2cc(O)c(O)cc2)CCc2c(O1)c1c(cc2)O[C@]2(c3cc(O)c(O)cc3)Oc3c(c(O)cc(O)c3)[C@@]1([H])[C@@]2([H])O[C@@]1([H])O[C@]([H])(CO)[C@]([H])(O)[C@]([H])(O)[C@@]1([H])O
104;105;196;O[C@@H]1CC2=C(O)C=C(O)C([C@@H]3[C@@H](O)[C@H](OC4=C([C@@H]5[C@@H](O)[C@H](OC6=C([C@@H]7[C@@H](O)[C@H](OC8=CC(O)=CC(O)=C78)C7=CC=C(O)C(O)=C7)C(O)=CC(O)=C56)C5=CC=C(O)C(O)=C5)C(O)=CC(O)=C34)C3=CC=C(O)C(O)=C3)=C2O[C@@H]1C1=CC=C(O)C(O)=C1;Flavonoids;Flavanols;Cinnamtannin A2;1155.02;C60H50O24;;2008-07-31 00:00:00 UTC;2015-05-10 23:28:43 UTC;Oc1cc(O)c2c(c1)O[C@H](c1ccc(O)c(O)c1)[C@H](O)[C@H]2c1c(O)cc(O)c2c1O[C@H](c1ccc(O)c(O)c1)[C@H](O)[C@H]2c1c(O)cc(O)c2c1O[C@H](c1ccc(O)c(O)c1)[C@H](O)[C@H]2c1c(O)cc(O)c2c1O[C@H](c1ccc(O)c(O)c1)[C@H](O)C2;Oc1cc(O)c2c(c1)O[C@H](c1ccc(O)c(O)c1)[C@H](O)[C@H]2c1c2O[C@H](c3ccc(O)c(O)c3)[C@H](O)[C@@H](c3c4O[C@H](c5ccc(O)c(O)c5)[C@H](O)[C@@H](c5c6O[C@H](c7ccc(O)c(O)c7)[C@H](O)Cc6c(O)cc5O)c4c(O)cc3O)c2c(O)cc1O;Oc1cc(O)c2c(c1)O[C@H](c1ccc(O)c(O)c1)[C@H](O)[C@H]2c1c2O[C@H](c3ccc(O)c(O)c3)[C@H](O)[C@@H](c3c4O[C@H](c5ccc(O)c(O)c5)[C@H](O)[C@@H](c5c6O[C@H](c7ccc(O)c(O)c7)[C@H](O)Cc6c(O)cc5O)c4c(O)cc3O)c2c(O)cc1O
105;106;199;OCC1OC(OC2CC3=C(OC2C2=CC(O)=C(O)C=C2)C=C(O)C=C3O)C(O)C(O)C1O;Flavonoids;Flavanols;(+)-Catechin 3-O-glucose;452.409;C21H24O11;;2009-01-23 00:00:00 UTC;2015-05-10 23:28:43 UTC;OCC1OC(OC2Cc3c(O)cc(O)cc3OC2c2ccc(O)c(O)c2)C(O)C(O)C1O;OCC1OC(OC2Cc3c(cc(O)cc3O)OC2c2cc(O)c(O)cc2)C(O)C(O)C1O;OCC1OC(OC2Cc3c(cc(O)cc3O)OC2c2cc(O)c(O)cc2)C(O)C(O)C1O
106;107;201;OC1=CC=C(C=C1)[C@@H]1CC(=O)C2=C(O)C=C(O)C=C2O1;Flavonoids;Flavanones;Naringenin;272.253;C15H12O5;480-41-1;2002-09-02 11:57:04 UTC;2015-05-10 23:28:43 UTC;O=C1C[C@@H](c2ccc(O)cc2)Oc2cc(O)cc(O)c21;O=C1C[C@@H](c2ccc(O)cc2)Oc2cc(O)cc(O)c12;O=C1C[C@@H](c2ccc(O)cc2)Oc2cc(O)cc(O)c12
107;108;202;OC1=CC(O)=C2C(=O)C[C@H](OC2=C1)C1=CC(O)=C(O)C=C1;Flavonoids;Flavanones;Eriodictyol;288.252;C15H12O6;552-58-9;2002-09-02 13:47:46 UTC;2015-05-10 23:28:43 UTC;O=C1C[C@@H](c2ccc(O)c(O)c2)Oc2cc(O)cc(O)c21;O=C1C[C@@H](c2cc(O)c(O)cc2)Oc2cc(O)cc(O)c12;O=C1C[C@@H](c2cc(O)c(O)cc2)Oc2cc(O)cc(O)c12
108;109;203;COC1=C(O)C=C(C=C1)[C@@H]1CC(=O)C2=C(O)C=C(O)C=C2O1;Flavonoids;Flavanones;Hesperetin;302.279;C16H14O6;520-33-2;2002-09-02 11:56:21 UTC;2015-05-10 23:28:43 UTC;COc1ccc([C@@H]2CC(=O)c3c(O)cc(O)cc3O2)cc1O;COc1c(O)cc([C@@H]2CC(=O)c3c(O)cc(O)cc3O2)cc1;COc1c(O)cc([C@@H]2CC(=O)c3c(O)cc(O)cc3O2)cc1
109;110;206;C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](OC3=CC(O)=C4C(=O)C[C@H](OC4=C3)C3=CC(O)=C(O)C=C3)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O;Flavonoids;Flavanones;Eriocitrin;596.534;C27H32O15;13463-28-0;2002-09-04 15:51:58 UTC;2015-05-10 23:28:43 UTC;C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](Oc3cc(O)c4c(c3)O[C@H](c3ccc(O)c(O)c3)CC4=O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O;C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](Oc3cc(O)c4C(=O)C[C@@H](c5cc(O)c(O)cc5)Oc4c3)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O;C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](Oc3cc(O)c4C(=O)C[C@@H](c5cc(O)c(O)cc5)Oc4c3)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O
110;111;207;COC1=C(O)C=C(C=C1)[C@@H]1CC(=O)C2=C(O)C=C(O[C@@H]3O[C@H](CO[C@@H]4O[C@@H](C)[C@H](O)[C@@H](O)[C@H]4O)[C@@H](O)[C@H](O)[C@H]3O)C=C2O1;Flavonoids;Flavanones;Hesperidin;610.561;C28H34O15;520-26-3;2002-09-04 15:52:52 UTC;2015-05-10 23:28:43 UTC;COc1ccc([C@@H]2CC(=O)c3c(O)cc(O[C@@H]4O[C@H](CO[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)[C@@H](O)[C@H](O)[C@H]4O)cc3O2)cc1O;COc1c(O)cc([C@@H]2CC(=O)c3c(O)cc(O[C@@H]4O[C@H](CO[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)[C@@H](O)[C@H](O)[C@H]4O)cc3O2)cc1;COc1c(O)cc([C@@H]2CC(=O)c3c(O)cc(O[C@@H]4O[C@H](CO[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)[C@@H](O)[C@H](O)[C@H]4O)cc3O2)cc1
111;112;208;C[C@@H]1O[C@@H](O[C@@H]2[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]2OC2=CC(O)=C3C(=O)C[C@H](OC3=C2)C2=CC=C(O)C=C2)[C@H](O)[C@H](O)[C@H]1O;Flavonoids;Flavanones;Naringin;580.535;C27H32O14;10236-47-2;2002-09-04 15:55:15 UTC;2015-05-10 23:28:43 UTC;C[C@@H]1O[C@@H](O[C@H]2[C@H](Oc3cc(O)c4c(c3)O[C@H](c3ccc(O)cc3)CC4=O)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O;C[C@@H]1O[C@@H](O[C@H]2[C@H](Oc3cc(O)c4C(=O)C[C@@H](c5ccc(O)cc5)Oc4c3)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O;C[C@@H]1O[C@@H](O[C@H]2[C@H](Oc3cc(O)c4C(=O)C[C@@H](c5ccc(O)cc5)Oc4c3)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O
112;113;209;C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](OC3=CC(O)=C4C(=O)C[C@H](OC4=C3)C3=CC=C(O)C=C3)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O;Flavonoids;Flavanones;Narirutin;580.535;C27H32O14;;2002-09-04 15:56:42 UTC;2015-05-10 23:28:43 UTC;C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](Oc3cc(O)c4c(c3)O[C@H](c3ccc(O)cc3)CC4=O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O;C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](Oc3cc(O)c4C(=O)C[C@@H](c5ccc(O)cc5)Oc4c3)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O;C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](Oc3cc(O)c4C(=O)C[C@@H](c5ccc(O)cc5)Oc4c3)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O
113;114;210;C[C@@H]1O[C@@H](O[C@@H]2[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]2OC2=CC(O)=C3C(=O)C[C@H](OC3=C2)C2=CC(O)=C(O)C=C2)[C@H](O)[C@H](O)[C@H]1O;Flavonoids;Flavanones;Neoeriocitrin;596.534;C27H32O15;;2002-09-04 15:59:20 UTC;2015-05-10 23:28:43 UTC;C[C@@H]1O[C@@H](O[C@H]2[C@H](Oc3cc(O)c4c(c3)O[C@H](c3ccc(O)c(O)c3)CC4=O)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O;C[C@@H]1O[C@@H](O[C@H]2[C@H](Oc3cc(O)c4C(=O)C[C@@H](c5cc(O)c(O)cc5)Oc4c3)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O;C[C@@H]1O[C@@H](O[C@H]2[C@H](Oc3cc(O)c4C(=O)C[C@@H](c5cc(O)c(O)cc5)Oc4c3)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O
114;115;211;COC1=C(O)C=C(C=C1)[C@@H]1CC(=O)C2=C(O)C=C(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O[C@@H]3O[C@@H](C)[C@H](O)[C@@H](O)[C@H]3O)C=C2O1;Flavonoids;Flavanones;Neohesperidin;610.561;C28H34O15;;2002-09-04 16:00:24 UTC;2015-05-10 23:28:43 UTC;COc1ccc([C@@H]2CC(=O)c3c(O)cc(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O[C@@H]4O[C@@H](C)[C@H](O)[C@@H](O)[C@H]4O)cc3O2)cc1O;COc1c(O)cc([C@@H]2CC(=O)c3c(O)cc(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O[C@@H]4O[C@@H](C)[C@H](O)[C@@H](O)[C@H]4O)cc3O2)cc1;COc1c(O)cc([C@@H]2CC(=O)c3c(O)cc(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O[C@@H]4O[C@@H](C)[C@H](O)[C@@H](O)[C@H]4O)cc3O2)cc1
115;116;213;COC1=CC=C(C=C1)[C@@H]1CC(=O)C2=C(O)C=C(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O[C@@H]3O[C@@H](C)[C@H](O)[C@@H](O)[C@H]3O)C=C2O1;Flavonoids;Flavanones;Poncirin;594.561;C28H34O14;;2002-09-04 16:02:18 UTC;2015-05-10 23:28:43 UTC;COc1ccc([C@@H]2CC(=O)c3c(O)cc(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O[C@@H]4O[C@@H](C)[C@H](O)[C@@H](O)[C@H]4O)cc3O2)cc1;COc1ccc([C@@H]2CC(=O)c3c(O)cc(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O[C@@H]4O[C@@H](C)[C@H](O)[C@@H](O)[C@H]4O)cc3O2)cc1;COc1ccc([C@@H]2CC(=O)c3c(O)cc(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O[C@@H]4O[C@@H](C)[C@H](O)[C@@H](O)[C@H]4O)cc3O2)cc1
116;117;214;COC1=CC=C(C=C1)[C@@H]1CC(=O)C2=C(O)C=C(O[C@@H]3O[C@H](CO[C@@H]4O[C@@H](C)[C@H](O)[C@@H](O)[C@H]4O)[C@@H](O)[C@H](O)[C@H]3O)C=C2O1;Flavonoids;Flavanones;Didymin;594.561;C28H34O14;;2002-09-23 09:05:09 UTC;2015-05-10 23:28:43 UTC;COc1ccc([C@@H]2CC(=O)c3c(O)cc(O[C@@H]4O[C@H](CO[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)[C@@H](O)[C@H](O)[C@H]4O)cc3O2)cc1;COc1ccc([C@@H]2CC(=O)c3c(O)cc(O[C@@H]4O[C@H](CO[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)[C@@H](O)[C@H](O)[C@H]4O)cc3O2)cc1;COc1ccc([C@@H]2CC(=O)c3c(O)cc(O[C@@H]4O[C@H](CO[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)[C@@H](O)[C@H](O)[C@H]4O)cc3O2)cc1
117;118;215;CC1OC(OCC2OC(OC3=CC4=C(C(=O)CC(O4)C4=CC=C(OC5OC(CO)C(O)C(O)C5O)C=C4)C(O)=C3)C(O)C(O)C2O)C(O)C(O)C1O;Flavonoids;Flavanones;Narirutin 4'-O-glucoside;742.675;C33H42O19;;2002-09-04 15:56:42 UTC;2015-05-10 23:28:44 UTC;CC1OC(OCC2OC(Oc3cc(O)c4c(c3)OC(c3ccc(OC5OC(CO)C(O)C(O)C5O)cc3)CC4=O)C(O)C(O)C2O)C(O)C(O)C1O;CC1OC(OCC2OC(Oc3cc4c(C(=O)CC(c5ccc(OC6OC(CO)C(O)C(O)C6O)cc5)O4)c(O)c3)C(O)C(O)C2O)C(O)C(O)C1O;CC1OC(OCC2OC(Oc3cc4c(C(=O)CC(c5ccc(OC6OC(CO)C(O)C(O)C6O)cc5)O4)c(O)c3)C(O)C(O)C2O)C(O)C(O)C1O
118;119;216;C[C@@H]1O[C@@H](O[C@@H]2[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]2OC2=CC(O)=C3C(=O)C[C@H](OC3=C2)C2=CC=C(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)C=C2)[C@H](O)[C@H](O)[C@H]1O;Flavonoids;Flavanones;Naringin 4'-O-glucoside;434.393;C21H22O10;;2002-09-04 15:55:15 UTC;2016-06-02 10:10:13 UTC;C[C@@H]1O[C@@H](O[C@H]2[C@H](Oc3cc(O)c4c(c3)O[C@H](c3ccc(O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)cc3)CC4=O)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O;C[C@@H]1O[C@@H](O[C@H]2[C@H](Oc3cc(O)c4C(=O)C[C@@H](c5ccc(O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O)cc5)Oc4c3)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O;C[C@@H]1O[C@@H](O[C@H]2[C@H](Oc3cc(O)c4C(=O)C[C@@H](c5ccc(O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O)cc5)Oc4c3)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O
119;120;217;C[C@@H]1O[C@@H](O[C@@H]2[C@@H](O)[C@H](O)[C@@H](COC(=O)CC(O)=O)O[C@H]2OC2=CC(O)=C3C(=O)C[C@H](OC3=C2)C2=CC=C(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)C=C2)[C@H](O)[C@H](O)[C@H]1O;Flavonoids;Flavanones;Naringin 6'-malonate;666.581;C30H34O17;;2002-09-04 15:55:15 UTC;2016-06-02 10:14:10 UTC;C[C@@H]1O[C@@H](O[C@H]2[C@H](Oc3cc(O)c4c(c3)O[C@H](c3ccc(O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)cc3)CC4=O)O[C@H](COC(=O)CC(=O)O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O;C[C@@H]1O[C@@H](O[C@H]2[C@H](Oc3cc(O)c4C(=O)C[C@@H](c5ccc(O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O)cc5)Oc4c3)O[C@H](COC(=O)CC(=O)O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O;C[C@@H]1O[C@@H](O[C@H]2[C@H](Oc3cc(O)c4C(=O)C[C@@H](c5ccc(O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O)cc5)Oc4c3)O[C@H](COC(=O)CC(=O)O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O
120;121;219;OC[C@H]1O[C@@H](OC2=CC(O)=C3C(=O)C[C@H](OC3=C2)C2=CC=C(O)C=C2)[C@H](O)[C@@H](O)[C@@H]1O;Flavonoids;Flavanones;Naringenin 7-O-glucoside;434.393;C21H22O10;;2006-06-26 00:00:00 UTC;2015-05-10 23:28:44 UTC;O=C1C[C@@H](c2ccc(O)cc2)Oc2cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc(O)c21;O=C1C[C@@H](c2ccc(O)cc2)Oc2cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc(O)c12;O=C1C[C@@H](c2ccc(O)cc2)Oc2cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc(O)c12
121;122;220;OC1=CC(O)=C2C(=O)C[C@H](OC2=C1)C1=CC=CC=C1;Flavonoids;Flavanones;Pinocembrin;256.253;C15H12O4;480-39-7;2006-09-18 09:58:33 UTC;2015-05-10 23:28:44 UTC;O=C1C[C@@H](c2ccccc2)Oc2cc(O)cc(O)c21;O=C1C[C@@H](c2ccccc2)Oc2cc(O)cc(O)c12;O=C1C[C@@H](c2ccccc2)Oc2cc(O)cc(O)c12
122;123;221;CC(C)=CCC1=C2OC(CC(=O)C2=C(O)C=C1O)C1=CC=C(O)C=C1;Flavonoids;Flavanones;8-Prenylnaringenin;340.37;C20H20O5;;2002-09-04 15:55:15 UTC;2015-05-10 23:28:44 UTC;CC(C)=CCc1c(O)cc(O)c2c1OC(c1ccc(O)cc1)CC2=O;CC(C)=CCc1c2OC(c3ccc(O)cc3)CC(=O)c2c(O)cc1O;CC(C)=CCc1c2OC(c3ccc(O)cc3)CC(=O)c2c(O)cc1O
123;124;222;CC(C)=CCC1=C(O)C=C2O[C@@H](CC(=O)C2=C1O)C1=CC=C(O)C=C1;Flavonoids;Flavanones;6-Prenylnaringenin;340.37;C20H20O5;;2007-03-19 00:00:00 UTC;2015-05-10 23:28:44 UTC;CC(C)=CCc1c(O)cc2c(c1O)C(=O)C[C@@H](c1ccc(O)cc1)O2;CC(C)=CCc1c(O)cc2O[C@H](c3ccc(O)cc3)CC(=O)c2c1O;CC(C)=CCc1c(O)cc2O[C@H](c3ccc(O)cc3)CC(=O)c2c1O
